70	840	76	350
70	840	76	350
70	840	76	325
70	840	76	275
70	840	76	400
75	840	76	275
70	250	1013	300
76	124	1012	275
76	124	1012	200
85	124	1012	275
85	124	1012	300
66	250	1012	300
75	250	1012	375
72	380	1012	350
75	840	1012	300
72	840	1012	300
69	840	1011	325
70	840	1011	325
83	840	1011	275
90	840	1011	375
74	40	170	325
70	124	170	325
70	124	170	325
53	170	170	200
64	170	170	350
65	170	170	350
65	170	170	350
65	170	170	350
65	170	170	325
65	170	170	325
65	170	170	250
65	170	170	300
65	170	170	300
70	170	170	350
70	170	170	325
70	170	170	275
70	170	170	400
70	170	170	300
71	170	170	375
72	170	170	375
74	170	170	375
75	170	170	275
70	250	170	275
75	250	170	350
70	380	170	300
70	392	170	300
85	616	170	350
70	826	170	400
88	826	170	300
65	840	170	300
70	840	170	325
75	840	170	275
65	40	178	300
70	1004	178	375
72	826	178	375
65	840	178	325
75	840	178	275
64	56	188	275
70	56	188	350
70	188	188	350
72	188	188	350
72	188	188	300
80	188	188	275
82	188	188	325
70	1010	188	325
72	826	188	325
64	840	188	300
65	840	188	200
66	840	188	325
70	840	188	350
70	840	188	350
70	840	188	275
70	840	188	275
70	840	188	300
70	840	188	300
70	840	188	300
70	840	188	300
72	840	188	375
75	840	188	350
77	840	188	350
80	840	188	300
80	1009	188	275
74	56	192	350
70	250	192	350
70	250	192	275
75	250	192	350
75	250	192	300
70	348	192	375
88	348	192	325
70	380	192	325
75	380	192	250
70	276	214	350
80	276	214	350
75	554	214	325
70	630	214	275
80	630	214	275
70	826	214	275
70	840	214	350
70	840	214	350
70	840	214	325
70	840	214	300
70	840	214	300
70	840	214	300
72	840	214	300
75	840	214	275
75	1005	214	325
70	36	214	350
70	40	214	375
70	124	214	375
70	124	214	375
70	124	214	350
70	124	214	325
70	124	214	300
70	124	214	300
72	124	214	350
72	124	214	275
72	124	214	300
75	124	214	325
75	124	214	325
66	214	214	300
63	250	214	375
64	250	214	375
66	250	214	350
67	250	214	400
70	250	214	300
75	250	214	200
70	348	214	325
70	376	214	275
75	376	214	375
70	380	214	300
72	380	214	300
70	554	214	350
70	616	214	325
65	826	214	350
70	826	214	300
72	826	214	325
80	826	214	250
60	840	214	300
60	840	214	300
60	840	214	300
65	840	214	350
65	840	214	350
66	840	214	375
68	840	214	375
68	840	214	375
68	840	214	325
68	840	214	275
70	840	214	375
70	840	214	375
70	840	214	375
70	840	214	375
70	840	214	375
70	840	214	350
70	840	214	350
70	840	214	350
70	840	214	350
70	840	214	325
70	840	214	325
70	840	214	325
70	840	214	325
70	840	214	325
70	840	214	325
70	840	214	275
70	840	214	275
70	840	214	275
70	840	214	275
70	840	214	275
70	840	214	250
70	840	214	250
70	840	214	300
70	840	214	300
70	840	214	300
72	840	214	325
72	840	214	325
72	840	214	325
72	840	214	275
72	840	214	300
72	840	214	300
72	840	214	300
72	840	214	300
73	840	214	350
73	840	214	325
73	840	214	275
74	840	214	375
74	840	214	375
74	840	214	350
74	840	214	225
74	840	214	300
74	840	214	300
75	840	214	375
75	840	214	325
75	840	214	275
75	840	214	250
75	840	214	300
75	840	214	300
75	840	214	300
75	840	214	300
77	840	214	350
80	840	214	375
80	840	214	325
80	840	214	300
80	840	214	300
82	840	214	300
84	840	214	225
85	840	214	350
85	840	214	250
89	840	214	250
90	840	214	325
70	32	218	350
70	32	218	350
88	32	218	275
70	40	218	275
75	40	218	300
70	56	218	100
71	56	218	350
73	56	218	400
72	124	218	300
75	124	218	325
55	218	218	350
55	218	218	325
55	218	218	275
55	218	218	275
55	218	218	300
58	218	218	350
58	218	218	325
60	218	218	325
60	218	218	250
63	218	218	350
63	218	218	350
65	218	218	275
67	218	218	350
70	218	218	375
70	218	218	350
70	218	218	350
70	218	218	350
70	218	218	350
70	218	218	325
70	218	218	325
70	218	218	400
70	218	218	300
70	218	218	300
71	218	218	350
72	218	218	300
72	218	218	300
75	218	218	375
75	218	218	325
75	218	218	275
75	218	218	250
75	218	218	300
75	218	218	300
77	218	218	275
77	218	218	250
77	218	218	200
80	218	218	250
80	218	218	200
81	218	218	325
82	218	218	250
85	218	218	350
85	218	218	275
85	218	218	250
85	218	218	300
85	218	218	300
91	218	218	150
100	218	218	200
66	250	218	375
70	250	218	375
72	250	218	275
75	250	218	275
75	250	218	250
75	250	218	300
80	250	218	275
77	276	218	250
100	276	218	150
70	348	218	325
64	380	218	300
70	380	218	375
70	380	218	400
70	380	218	300
70	380	218	300
70	380	218	200
100	380	218	350
70	616	218	325
70	1008	218	325
70	724	218	275
71	724	218	375
85	724	218	275
72	756	218	350
72	756	218	400
70	826	218	350
70	826	218	325
70	826	218	275
70	826	218	250
75	826	218	300
85	826	218	275
60	840	218	275
65	840	218	350
65	840	218	325
67	840	218	275
68	840	218	325
70	840	218	350
70	840	218	350
70	840	218	350
70	840	218	325
70	840	218	325
70	840	218	325
70	840	218	325
70	840	218	325
70	840	218	325
70	840	218	250
70	840	218	250
70	840	218	250
70	840	218	400
70	840	218	400
70	840	218	300
70	840	218	300
71	840	218	300
72	840	218	350
72	840	218	250
73	840	218	325
74	840	218	375
74	840	218	250
75	840	218	350
75	840	218	350
75	840	218	350
75	840	218	300
75	840	218	300
76	840	218	350
76	840	218	350
77	840	218	325
77	840	218	275
80	840	218	350
90	840	218	275
70	340	222	300
80	340	222	275
60	242	242	275
88	242	242	350
76	724	242	300
70	840	242	325
73	840	242	250
75	250	266	325
60	56	288	350
70	124	288	350
68	250	288	350
68	250	288	325
75	250	288	325
70	276	288	400
85	276	288	350
80	288	288	275
64	380	288	300
72	554	288	250
70	616	288	350
70	724	288	300
85	724	288	300
60	840	288	300
65	840	288	275
65	840	288	400
67	840	288	150
70	840	288	350
70	840	288	275
70	840	288	250
70	840	288	250
70	840	288	300
71	840	288	200
72	840	288	350
72	840	288	250
72	840	288	300
75	840	288	350
75	840	288	300
68	840	288	200
60	56	308	275
68	250	308	350
72	276	308	325
60	308	308	275
71	308	308	250
82	308	308	325
70	380	308	350
71	440	308	250
71	724	308	325
71	724	308	250
58	756	308	350
70	826	308	275
70	826	308	225
75	826	308	275
68	840	308	350
75	840	308	325
70	124	320	350
70	124	320	275
73	124	320	300
60	320	320	350
60	320	320	325
70	320	320	375
70	320	320	275
70	320	320	400
75	320	320	300
82	320	320	325
70	840	320	375
70	840	320	375
70	840	320	350
70	840	320	350
70	840	320	325
70	840	320	300
73	840	320	350
75	840	320	275
76	840	320	300
77	840	320	275
82	40	332	300
70	124	332	325
73	124	332	325
75	250	332	400
72	826	332	400
65	840	332	275
66	124	1007	325
70	124	1007	375
70	840	1007	350
73	840	1007	200
85	840	1007	350
70	340	340	350
80	340	340	325
80	826	340	275
70	840	340	375
77	840	340	300
78	840	340	350
80	840	340	250
62	40	356	325
65	40	356	350
61	356	356	250
72	756	356	325
70	124	360	325
69	826	360	375
72	826	360	350
72	826	360	275
70	840	360	275
75	250	1006	300
70	376	1006	250
65	840	1006	300
75	840	1006	250
75	250	388	325
75	250	388	400
72	276	388	325
70	380	388	300
76	620	388	300
70	826	388	275
72	826	388	375
65	840	388	325
70	840	388	275
70	840	388	250
70	840	388	300
70	840	388	200
72	840	388	325
70	840	430	325
70	840	430	275
70	36	450	300
72	36	450	300
65	56	450	350
66	124	450	325
70	124	450	375
70	124	450	350
70	124	450	350
78	124	450	375
63	203	450	275
70	246	450	300
71	246	450	350
65	250	450	400
70	250	450	300
75	250	450	400
75	250	450	300
75	250	450	300
82	250	450	275
65	276	450	325
70	276	450	350
75	276	450	350
70	320	450	375
70	348	450	325
70	348	450	325
66	352	450	350
70	376	450	350
64	380	450	350
70	380	450	350
70	380	450	350
70	380	450	400
70	392	450	350
70	392	450	300
63	450	450	400
64	450	450	325
67	450	450	350
68	450	450	325
68	450	450	300
70	450	450	375
70	450	450	300
72	450	450	275
72	450	450	250
73	450	450	350
75	450	450	350
75	450	450	325
75	450	450	275
76	450	450	275
80	450	450	275
80	450	450	250
70	554	450	275
71	724	450	350
71	724	450	350
72	752	450	350
64	756	450	300
71	826	450	300
60	840	450	325
64	840	450	350
65	840	450	350
65	840	450	350
66	840	450	250
67	840	450	375
67	840	450	350
67	840	450	275
68	840	450	300
70	840	450	375
70	840	450	375
70	840	450	375
70	840	450	375
70	840	450	350
70	840	450	350
70	840	450	325
70	840	450	325
70	840	450	275
70	840	450	275
70	840	450	400
70	840	450	300
70	840	450	300
70	840	450	300
70	840	450	300
71	840	450	300
72	840	450	350
72	840	450	325
72	840	450	300
72	840	450	300
72	840	450	300
73	840	450	325
73	840	450	250
74	840	450	300
75	840	450	350
75	840	450	325
75	840	450	325
75	840	450	400
75	840	450	400
75	840	450	300
77	840	450	275
80	840	450	275
80	840	450	275
70	124	450	325
42	474	474	275
70	124	484	250
66	250	484	300
72	250	484	250
75	250	484	350
70	484	484	300
72	484	484	200
71	724	484	325
65	840	484	250
70	840	484	350
70	840	484	325
75	840	484	275
75	840	484	250
75	840	484	250
70	124	558	325
70	124	558	300
72	124	558	275
60	208	558	300
70	208	558	350
85	208	558	325
70	348	558	325
70	440	558	325
70	558	558	325
70	558	558	275
70	558	558	275
70	616	558	375
70	826	558	275
60	840	558	275
62	840	558	250
65	840	558	275
68	840	558	325
70	840	558	375
70	840	558	350
70	840	558	325
70	840	558	300
70	840	558	300
72	840	558	325
72	840	558	300
74	840	558	275
75	840	558	200
80	840	558	350
80	840	558	350
80	840	558	325
80	840	558	275
80	840	558	275
80	840	558	275
65	840	566	325
70	250	591	275
70	826	591	350
72	826	591	275
75	840	591	350
66	36	598	350
70	36	598	350
70	36	598	325
70	36	598	250
75	36	598	350
64	56	598	275
70	56	598	250
63	124	598	325
70	124	598	350
77	124	598	325
80	124	598	275
85	124	598	350
64	250	598	400
64	250	598	300
70	250	598	325
75	250	598	300
70	352	598	300
62	392	598	325
70	554	598	375
71	724	598	400
68	756	598	275
64	840	598	300
68	840	598	375
70	840	598	350
70	840	598	400
70	840	598	300
71	840	598	275
72	840	598	350
73	840	598	350
70	40	604	375
64	56	604	275
75	56	604	350
64	124	604	400
68	124	604	350
70	124	604	375
70	124	604	325
70	152	604	375
70	218	604	400
63	250	604	375
63	250	604	400
70	250	604	350
70	250	604	350
70	250	604	325
70	250	604	400
75	250	604	350
75	250	604	325
75	250	604	325
64	276	604	275
64	276	604	250
75	372	604	325
75	372	604	275
75	372	604	250
89	372	604	275
70	376	604	350
70	376	604	275
70	380	604	325
70	392	604	325
78	392	604	350
66	554	604	350
55	604	604	250
55	604	604	225
65	604	604	300
70	604	604	325
70	604	604	325
70	604	604	275
70	604	604	275
70	604	604	150
70	604	604	300
70	604	604	300
72	604	604	250
72	604	604	300
75	604	604	350
70	616	604	350
72	1004	604	300
75	1004	604	400
70	752	604	300
65	826	604	275
65	826	604	250
70	826	604	375
70	826	604	300
72	826	604	275
75	826	604	300
60	840	604	325
60	840	604	250
60	840	604	300
60	840	604	300
64	840	604	300
65	840	604	350
65	840	604	300
68	840	604	375
68	840	604	350
70	840	604	350
70	840	604	325
70	840	604	325
70	840	604	325
70	840	604	275
70	840	604	275
70	840	604	275
70	840	604	275
70	840	604	250
70	840	604	250
70	840	604	250
70	840	604	250
70	840	604	250
70	840	604	250
70	840	604	250
70	840	604	400
70	840	604	400
70	840	604	400
70	840	604	300
70	840	604	200
72	840	604	250
72	840	604	225
72	840	604	225
72	840	604	300
72	840	604	300
74	840	604	325
74	840	604	275
74	840	604	250
75	840	604	375
75	840	604	325
75	840	604	275
75	840	604	250
75	840	604	300
75	840	604	300
76	840	604	300
78	840	604	400
82	840	604	325
82	840	604	275
77	840	608	375
77	348	678	275
65	630	630	250
70	630	630	250
65	840	630	225
70	840	630	275
70	554	882	350
100	554	882	275
75	56	678	275
63	250	678	375
67	250	678	350
70	250	678	275
70	250	678	300
75	250	678	400
78	380	678	225
72	826	678	300
75	250	678	350
72	276	678	375
73	678	678	375
75	678	678	400
80	678	678	300
100	678	678	100
80	724	678	325
78	36	90	375
70	554	90	325
75	554	90	325
73	840	90	350
70	1005	1003	350
65	840	1003	350
75	250	144	300
60	1002	1002	275
70	1002	1002	325
72	826	1002	300
72	124	834	350
73	124	834	350
80	124	834	350
75	250	834	350
75	250	834	200
70	380	834	350
75	380	834	200
75	826	834	275
68	840	834	375
70	840	834	375
70	840	834	350
70	840	834	325
70	840	834	325
70	840	834	275
70	840	834	300
70	840	834	300
73	840	834	275
74	840	834	325
75	840	834	350
75	840	834	325
75	840	834	250
60	250	780	325
70	250	768	275
70	250	768	350
70	250	768	300
68	36	780	275
85	40	780	275
67	56	780	375
75	56	780	325
70	124	780	375
64	250	780	250
65	250	780	275
75	250	780	350
72	276	780	300
70	376	780	350
70	380	780	350
70	380	780	250
77	392	780	275
70	826	780	300
75	826	780	300
55	840	780	250
65	840	780	300
70	840	780	375
70	840	780	350
70	840	780	350
70	840	780	350
70	840	780	300
72	840	780	325
75	840	780	350
75	840	780	350
68	250	780	275
70	124	800	275
70	710	800	250
80	826	800	250
57	840	800	275
70	840	800	275
72	840	800	250
73	840	800	375
64	36	548	325
72	36	548	275
75	250	548	300
65	276	548	375
70	32	862	375
70	32	862	350
70	32	862	325
80	32	862	275
71	56	862	300
74	56	862	350
74	56	862	350
75	56	862	300
70	124	862	375
70	124	862	375
70	124	862	375
70	124	862	375
70	124	862	350
70	124	862	350
70	124	862	325
70	124	862	325
70	124	862	300
75	124	862	350
75	124	862	400
80	124	862	250
65	250	862	375
66	250	862	375
70	250	862	375
70	250	862	350
70	250	862	275
70	250	862	400
72	250	862	200
75	250	862	350
75	250	862	250
75	250	862	400
75	250	862	300
75	250	862	200
68	276	862	300
70	276	862	300
72	276	862	325
75	320	862	300
70	348	862	350
70	348	862	300
71	348	862	250
73	348	862	350
84	348	862	250
70	376	862	350
60	380	862	325
70	380	862	375
70	380	862	375
70	380	862	375
70	380	862	350
70	380	862	500
70	380	862	400
70	380	862	400
70	380	862	300
73	380	862	275
76	380	862	300
80	380	862	300
77	392	862	300
79	392	862	300
70	440	862	300
75	440	862	275
72	554	862	275
70	616	862	375
76	620	862	250
71	724	862	350
71	724	862	350
77	724	862	350
70	752	862	300
65	756	862	300
72	756	862	375
72	756	862	400
88	756	862	300
70	826	862	275
71	826	862	350
72	826	862	375
72	826	862	350
72	826	862	325
85	826	862	300
100	826	862	175
60	840	862	250
61	840	862	300
65	840	862	350
68	840	862	375
68	840	862	375
70	840	862	375
70	840	862	350
70	840	862	325
70	840	862	325
70	840	862	275
70	840	862	275
70	840	862	275
70	840	862	275
70	840	862	275
70	840	862	250
70	840	862	250
70	840	862	400
70	840	862	400
70	840	862	300
70	840	862	300
70	840	862	300
70	840	862	300
70	840	862	300
70	840	862	300
71	840	862	300
72	840	862	275
72	840	862	275
72	840	862	225
72	840	862	300
72	840	862	300
73	840	862	275
74	840	862	350
74	840	862	275
75	840	862	375
75	840	862	275
75	840	862	250
75	840	862	225
75	840	862	300
75	840	862	300
75	840	862	300
77	840	862	275
77	840	862	275
77	840	862	300
80	840	862	375
80	840	862	300
80	840	862	300
81	840	862	350
81	840	862	275
60	862	862	350
60	862	862	300
70	862	862	375
70	862	862	375
70	862	862	375
70	862	862	350
70	862	862	275
74	862	862	325
74	862	862	325
75	862	862	325
75	862	862	250
77	862	862	350
85	56	862	350
80	56	704	300
70	124	704	350
72	124	704	375
70	250	704	325
74	250	704	325
75	250	704	275
80	250	704	300
60	392	704	325
70	392	704	350
70	528	704	350
72	826	704	325
80	826	704	350
72	840	704	375
72	840	704	300
73	840	704	350
73	840	704	325
78	840	704	350
68	704	704	350
72	704	704	350
74	704	704	350
76	704	704	350
78	704	704	350
80	704	704	300
73	56	1001	200
88	56	1001	300
71	250	1001	275
85	250	1001	250
58	840	1001	325
62	840	1001	200
72	840	0	250
